Text,Speaker
"okay now joey, y'know that since you're returning all of this stuff right after the audition you're gonna have to wear underwear?",rachel
"all right, then you'd better show me some of that too then.",joey
"okay, it's missing something. ooh, i know! umm, okay.",rachel
really? a purse?,joey
it's not a purse! it's a shoulder bag.,rachel
it looks like a women's purse.,joey
"no joey, look. trust me, all the men are wearing them in the spring catalog. look. see look, men, carrying the bag.",rachel
"see look, women, carrying the bag. but it is odd how a women's purse looks good on me, a man.",joey
exactly! unisex!,rachel
maybe you need s*x. i had s*x a couple days ago.,joey
no! no joey! u-n-i-sex.,rachel
"well, i ain't gonna say no to that.",joey
"ursula's apartment, phoebe is about to break the bad news to her sister. she knocks on the door.]",break
who is it?,ursula
it's phoebe.,phoebe
"oh great! oh, you. umm, what's up?",ursula
"umm, well i sorta have some bad news, can i come in?",phoebe
"umm, yeah—no thanks.",ursula
"umm, well, umm grandma died.",phoebe
wow! didn't she die like five years ago?,ursula
"no, she just died today! okay, umm, we're having a memorial service tomorrow.",phoebe
"okay, i know that i went to that all ready.",ursula
no you didn't!,phoebe
"well, then who's been dead for five years?",ursula
"well, lots of people! look, are you coming to memorial service or not?",phoebe
"umm, no. see i already thought she was dead so i kinda made my peace with it. plus, i'm going to a concert tomorrow. so… i'd invite you, but umm, i only have two tickets left.",ursula
"fine. okay, enjoy your concert.",phoebe
thanks! enjoy your funeral.,ursula
"central perk, ross and chandler are on the couch as joey enters with his new bag.]",break
hey!,joey
hey!,chandler
wow! you look just like your son mrs. tribbiani!,chandler
"what? are you referring to my man's bag? at first, i thought it just looked good, but it's practical too. check it out! it's got compartments for all your stuff! your wallet! your keys! your address book!",joey
your make-up!,ross
"joey, what are you doing with the bag? you're audition is not until tomorrow.",rachel
"yeah, but sandwich time is right now.",joey
"joey, y'know you get any mustard on that bag, you can't return it.",rachel
why would i return it? i love this bag!,joey
"all right, then you owe me $350.",rachel
fine! do you take vasa or mustercard?,joey
joey…,rachel
"all right relax, look i'll pay you with the money from the acting job i am definitely gonna get thanks to you.",joey
"what's the part, anti-man?",ross
"hey, don't listen to them. i think it's sexy.",rachel
u-n-i-sexy?,joey
"phoebe's grandmother's memorial, phoebe is at the door welcoming people.]",break
"well hello, mrs. penella! thank you so much for coming! well, okay look, here's your umm, 3-d glasses and reverend pong will tell you when to put them on.",phoebe
hi sweetie!,rachel
"hey, how are you holding up?",ross
"hey pheebs, i'm so sorry.",joey
"hey, y'know what? my grandma had the exact same bag!",phoebe
"here, i brought you some flowers.",joey
thanks!,phoebe
pulling flowers out it makes the bag look a lot more masculine.,chandler
"oops, i'm sorry. excuse me. is this the umm, the memorial?",man
"yeah, welcome.",phoebe
hello. hello.,man
umm here's your 3-d glasses.,phoebe
"oh, umm, all right.",man
so how did you know francis?,phoebe
"well i actually, i-i really, i haven't seen her for years. but umm, well i-i was pretty tight with-with her and her daughter.",man
really?! what's your name?,phoebe
"umm, frank buffay.",man
"y'know what? strike that. my name uh, actually is-is joe. uh, joe umm, hill.",frank sr.
you're frank buffay?,phoebe
shh! no! joe hill!,frank sr.
you just said…,phoebe
"y'know what, i gotta go. and thank you so much for coming.",frank sr.
but…,phoebe
oh my god!,phoebe
what?! what honey?,monica
what happened?,ross
that was my dad!,phoebe
oh my god!,chandler
,joey
"the funeral home, continued from earlier. phoebe is returning after looking for her father.]",break
"oh, did you catch him?!",monica
uh-huh.,phoebe
wh-what did he say?!,ross
"he said, ""nice to meet you glenda."" well, obviously i couldn't give him my real name?",phoebe
why?! why not?!,rachel
"come on, you saw the way he ran out of here! what do you think? he's gonna stick around and talk to the daughter he abandoned!",phoebe
what did you say to him?,joey
"well, i said, i told him y'know, that i was the executor person of francis' will and that i needed to talk to him so i'm gonna meet him at the coffee house later.",phoebe
could everyone please take their seats?,the pastor
"all right, well, i just can't think about that right now. i just wanna say good-bye to my grandma.",phoebe
okay.,rachel
"all right, let's go say good-bye.",monica
"monica and rachel's, after the funeral, everyone is there.]",break
hey! i'm off to my audition. how do i look?,joey
"ahhh, i think you look great! that bag is gonna get you that part.",rachel
and a date with a man!,chandler
"y'know what? make fun all you want. this is a great bag! okay? and it's as handy as it is becoming. now, just because you don't understand something, doesn't make it wrong. all right? so from now on you guys are gonna have to get used to the fact that joey,",joey
"all right, i'd better go too. i have to go talk to my dad.",phoebe
"ooh, pheebs, what are you gonna say? are you gonna tell him who you are?",rachel
"umm, no, not at first 'cause i-i don't want to freak him out",phoebe
"well, but aren't you pissed at him?! i mean this guy abandoned you! i gotta tell you if this were me, this guy would be in some serious physical danger! i kinda scared myself.",ross
"well, at least you scared someone.",monica
"y'know it's funny, you'd think i'd be angry. i mean, you'd think i'd wanna rip his tiny little head off. fortunately, i'm past it.",phoebe
"phoebe, you do seem a little tense. here, let me help you.",monica
all right.,phoebe
"oh! get off!! ow!! oh, stop it!! why?! why are you doing that to me?!",phoebe
what are you talking about?,monica
"as a masseuse and a human, i'm begging you, never do that to anyone!",phoebe
,monica
he-he does not like it! he hates it! he's in pain!,phoebe
no he's not!,monica
"yes, he is!",chandler
what?!,monica
"i'm sorry but, ow-owww-owww!",chandler
you've been lying to me? i can't believe you'd do that.,monica
"well, maybe he just didn't want to hurt your feelings.",ross
but the minute we start to lie to each other… and by 'we' i mean society.,monica
"joey's audition, he is with bag.]",break
"any time you're ready, joey.",the casting director
"well, you must be new here. why don't we get a table and i'll buy you a drink.",joey
"i'm sorry. could you, could you try it without the purse?",the casting director
"yeah, sure.",joey
sure. what?,the casting director
"well, first it's not a purse.",joey
"okay, anytime.",the casting director
"i mean if-if you're thinking it's a woman's bag, it's not. it's a man's bag!",joey
"okayyyy! anddd, go!",the casting director
"all right look, let me show you the catalog! see? huh? it's the latest thing! everyone's got one! men! women! children! everyone's carrying them!",joey
"umm, do you sell these bags?",the casting director
"noooo. no-no-no, these babies sell themselves.",joey
okay! thank you! that was great!,the casting director
yeah but i didn’t read anything.,joey
i think we've seen enough!,the casting director
"okay! all right, i'll see ya. we got it! we got it!",joey
"monica and rachel's, chandler is poking his head in.]",break
"hey, is rachel here?",chandler
no.,monica
"listen, i just wanted to apologize about this afternoon and the whole massage thing. y'know? i-i really like 'em.",chandler
"oh, please, stop! look, we're supposed to be honest with each other. i-i just wish you could tell me—just say, ""i don't like your massages.""",monica
i don't like your massages.,chandler
see? it's no big deal.,monica
"okay, but now see you're crying!",chandler
i'm not crying about that! i'm crying about something that happened at work.,monica
what?,chandler
my boyfriend said he didn't like my massages.,monica
"it's okay, you don't have to be the best at everything.",chandler
oh my god! you don't know me at all!,monica
"okay, you give the worst massages in the world.",chandler
i'm crying here!!,monica
"okay, hear me out. okay? you give the best bad massages. if anybody was looking for the best bad massage and they were thinking to themselves, ""who's the best of that?"" they'd have to go to you.",chandler
